Type,Title,Location,Bedrooms,Bathrooms,Space,Price
Twin House,One Floor 353m With Credit Till 2027 Delivery 2025,"O West, 6 October Compounds, 6 October City, Giza",4 bedrooms,4 bathrooms,353 sqm,"1,574,622 EGP"
Chalet,Prime Location Chalet Pool View in Marina 2 | 3 BR,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,170 sqm,"10,762,000 EGP"
Duplex,Last duplex mountain view new phase lagoon park..,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",4 bedrooms,3 bathrooms,255 sqm,"1,200,000 EGP"
Villa,Villa| Mivida |Emaar| Facing north,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,302 sqm,"20,500,000 EGP"
Villa,Unique Villa for sale in Fountain Blue New Cairo,"Fountain Blue, South Investors Area, New Cairo City, Cairo",6 bedrooms,6 bathrooms,"1,062 sqm","14,000,000 EGP"
Apartment,For sale Apartment in lakeview residence-New Cairo,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,267 sqm,"4,019,680 EGP"
Chalet,"Chalet In Aroma Residence 150 M, Ready To Move","Aroma Residence, Al Ain Al Sokhna, Suez",3 bedrooms,2 bathrooms,150 sqm,"4,050,000 EGP"
Apartment,studio for sale in hyde park under market price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1 bedroom,2 bathrooms,86 sqm,"1,350,000 EGP"
Villa,For sale in palm hills new cairo Stand alone,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,750 sqm,"14,000,000 EGP"
Duplex,Semi finished duplex for sale in villette sodic,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,312 sqm,"4,428,000 EGP"
Twin House,"Twinhouse for sale Palm Hills October ,over 7years","Palm Hills Golf Extension, Al Wahat Road, 6 October City, Giza",5 bedrooms,5 bathrooms,231 sqm,"980,000 EGP"
Duplex,Upper duplex New Giza kingsrings prime location,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,3 bathrooms,345 sqm,"4,830,000 EGP"
Chalet,Own your FullyFinished Chalet on Lagoon|10%Dp|Azha,"Gaia, Ras Al Hekma, North Coast",2 bedrooms,2 bathrooms,100 sqm,"3,200,000 EGP"
Apartment,Apartment Located in Maddi with Amazing Nile View,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",3 bedrooms,3 bathrooms,165 sqm,"2,500,000 EGP"
Apartment,Apartment Located in Maddi with Amazing Nile View,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",3 bedrooms,3 bathrooms,165 sqm,"2,500,000 EGP"
Apartment,Apartment for sale in Eastown ( Fully finished ),"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,156 sqm,"4,500,000 EGP"
Apartment,Apartment 143 msq for sale in south lotus,"South Lotus, El Lotus, New Cairo City, Cairo",2 bedrooms,3 bathrooms,143 sqm,"1,395,000 EGP"
Chalet,Soma Bay - Red Sea Lodge 2 bedrooms for sale,"Wadi Jebal, Soma Bay, Safaga, Hurghada, Red Sea",2 bedrooms,2 bathrooms,149 sqm,"5,700,000 EGP"
Apartment,"Ready to move Studio, part sea view ,private Beach","Al Ahyaa District, Hurghada, Red Sea",Studio,1 bathroom,41 sqm,"700,000 EGP"
Twin House,Largest Twin house in Layan Residence,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bathrooms,326 sqm,,"6,500,000 EGP"
Duplex,Duplex 390sqm located in district 9 Shaihk Zayed,"Al Bostan St., 9th District, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,390 sqm,"2,866,500 EGP"
Penthouse,penthouse in al narges with garden panoramic view,"Naguib Al Rihani St., Al Narges 7, Al Narges, New Cairo City, Cairo",3 bedrooms,2 bathrooms,360 sqm,"4,000,000 EGP"
Apartment,Cheapest furnished studio at resort in Hurghada,"Aqua Palms Resort, Hurghada Resorts, Hurghada, Red Sea",Studio,1 bathroom,30 sqm,"432,000 EGP"
Apartment,apartment for sale in Mountain View New Cairo,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,180 sqm,"393,000 EGP"
Chalet,"Chalet 75m in Cali Coast,with installments 9 years","Cali Coast, Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,75 sqm,"1,860,000 EGP"
Apartment,Appartment for sale amberville- new giza,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,3 bathrooms,185 sqm,"3,725,000 EGP"
Penthouse,Chalet with penthouse in Stella Sidi Abdelrahman,"Stella Sidi Abdel Rahman, Sidi Abdel Rahman, North Coast",4 bedrooms,3 bathrooms,240 sqm,"4,000,000 EGP"
Villa,Corner villa resale in Palm Hills October,"Palm Hills October, Cairo Alexandria Desert Road, 6 October City, Giza",5 bedrooms,5 bathrooms,"1,100 sqm","24,000,000 EGP"
Chalet,Chalet with garden 123m for sale in Azha,"Azha, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,123 sqm,"2,858,000 EGP"
Apartment,Apartment 126 m down payment 5%,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,126 sqm,"2,500,000 EGP"
Chalet,Chalet For Sale in Bianchi North Coast .,"Bianchi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,92 sqm,"3,392,000 EGP"
Chalet,From Owner Ground Chalet in Ilmonte Ready to move,"IL Monte Galala, Al Ain Al Sokhna, Suez",3 bedrooms,2 bathrooms,126 sqm,"2,200,000 EGP"
Apartment,Apartment 156m + garden 35m for sale in Dream Land,"Al Shanzelize St., Dream Land, Al Wahat Road, 6 October City, Giza",2 bedrooms,2 bathrooms,156 sqm,"608,000 EGP"
Twin House,ready to move finished twin house in marseilia,"Marseilia Beach 4, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,210 sqm,"6,300,000 EGP"
Chalet,chalet for sale in Amwaj North Coast,"Amwaj, Al Alamein, North Coast",2 bedrooms,2 bathrooms,115 sqm,"3,320,000 EGP"
Chalet,Chalet for sale in Bianchi Sidi Abdel Rahman,"Bianchi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,93 sqm,"320,000 EGP"
Villa,twin house for sale in marassi sidi abdelrahman,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,280 sqm,"11,746,133 EGP"
Chalet,شاليه سينيور في هاسيندا باي بإطلالة مميزة,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,365 sqm,"5,750,000 EGP"
Chalet,La vista 6 | Ground garden | sea view,"La Vista 6, La Vista, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,120 sqm,"3,100,000 EGP"
Duplex,ground duplex sale westown beverly hills-open view,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,240 sqm,"5,350,000 EGP"
Apartment,Apartment 183 2nd floor for sale in PNC,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,183 sqm,"2,373,065 EGP"
Villa,Prime Location ST-Villa 520M Land Scape View.,"Solaimaneyah Gardens, 4th District, Sheikh Zayed City, Giza",6 bedrooms,5 bathrooms,520 sqm,"9,500,000 EGP"
Penthouse,Penthouse in lavista bay fully furnished,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",4 bedrooms,3 bathrooms,320 sqm,"7,000,000 EGP"
Chalet,Chalet for sale fully finished - Dp 9%,"Baymount, Al Ain Al Sokhna, Suez",2 bedrooms,1 bathroom,95 sqm,"228,060 EGP"
Chalet,Furnished chalet for sale in Ein bay – El Sokhna,"Al Ein Bay, Al Ain Al Sokhna, Suez",3 bedrooms,5 bathrooms,185 sqm,"4,100,000 EGP"
Apartment,Apartment125m for sale-kayan compound sheikh zayed,"Grand Heights, Northern Expansions, 6 October City, Giza",3 bedrooms,2 bathrooms,125 sqm,"2,062,000 EGP"
Apartment,Apartment For Sale In Park Lane New Capital,"Park Lane, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,200 sqm,"2,959,000 EGP"
Twin House,Very Prime Location | Twin House | Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,5 bathrooms,321 sqm,Ask for price
Twin House,Twin house for sale in layan sabbour in Golden sq.,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,309 sqm,"7,500,000 EGP"
Apartment,Apartment with garden|immediate receipt|14% D P,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,123 sqm,"400,000 EGP"
iVilla,iVilla For Sale 460 K DP Overlooking Beach,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",4 bedrooms,3 bathrooms,250 sqm,"4,600,000 EGP"
Chalet,Horizon Upper Chalet For Sale In Sea Shell,"Seashell, Al Alamein, North Coast",4 bedrooms,5 bathrooms,440 sqm,"9,000,000 EGP"
Duplex,Duplexes for sale in Narges 8,"Midan Al Makhzangy, Al Narges 8, Al Narges, New Cairo City, Cairo",3 bedrooms,2 bathrooms,350 sqm,"3,750,000 EGP"
Townhouse,a town at an apartment price in October,"Cleopatra Square, 26th of July Corridor, 6 October City, Giza",5 bedrooms,3 bathrooms,311 sqm,"3,650,000 EGP"
Chalet,Marassi Marina 3 bedrooms direct on pool,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,170 sqm,"10,750,000 EGP"
Townhouse,Town House for sale in compound Al Burouj,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,4 bathrooms,245 sqm,"3,900,000 EGP"
Apartment,Lowest Price apartment-uptown Cairo-good Location,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3 bedrooms,3 bathrooms,155 sqm,"4,250,000 EGP"
Apartment,Apartment for sale zamalek super lux lux,"Al Mansour Mohamed St., Zamalek, Cairo",4 bedrooms,2 bathrooms,250 sqm,"5,500,000 EGP"
Apartment,1 bedroom | Lagoon view | Private roof,"Joubal, Al Gouna, Hurghada, Red Sea",1 bedroom,1 bathroom,88 sqm,"4,500,000 EGP"
Villa,Medium Villa Very Prime Location In Villette Sodic,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,5 bathrooms,360 sqm,"15,600,000 EGP"
Villa,With Lowest DP Delivered NOW Villa Installments 8Y,"Al Patio 5 East, El Patio, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,4 bathrooms,380 sqm,"300,000 EGP"
Apartment,4 bedrooms/Installment 8Yrs/Finished for sale,"O West, 6 October Compounds, 6 October City, Giza",4 bedrooms,3 bathrooms,211 sqm,"5,700,000 EGP"
Apartment,Super finished flat at the prestigious Waterway,"The Waterway Villas, Ext North Inves Area, New Cairo City, Cairo",2 bedrooms,3 bathrooms,175 sqm,"5,945,000 EGP"
Apartment,Elegantly Fully Renovated Corner Apartment,"Hayat Heights, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,240 sqm,"4,999,999 EGP"
Villa,Mansion villa golf view in District One,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",5 bedrooms,5 bathrooms,880 sqm,"15,000,000 EGP"
Apartment,Apartment for Sale in Makram Ebaid – Nasr City,"Makram Ebeid St., 6th Zone, Nasr City, Cairo",3 bedrooms,3 bathrooms,270 sqm,"2,550,000 EGP"
Twin House,Mivida l Twin House l Fully finished,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,190 sqm,"8,900,000 EGP"
Twin House,Twin House|for Sale| Marassi|Lagoon and golf view,"Marassi, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,323 sqm,"20,000,000 EGP"
Apartment,Apartment 240 sqm - Joulz - Semi - Ready to move,"Joulz, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,4 bathrooms,240 sqm,"770,000 EGP"
Apartment,apartment 175m prime location in Badya october,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,2 bathrooms,175 sqm,"2,420,000 EGP"
Chalet,Lagoon View Chalet in Faya Marassi|Hot Offer|Emaar,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,144 sqm,"3,396,000 EGP"
Apartment,Sea View one bedroom apartment with private beach,"Al Ahyaa District, Hurghada, Red Sea",1 bedroom,1 bathroom,65 sqm,"1,200,000 EGP"
Townhouse,Prime Location Middle Credit2026 Delivery OCT/2022,"O West, 6 October Compounds, 6 October City, Giza",3 bedrooms,3 bathrooms,200 sqm,"2,758,877 EGP"
Townhouse,townhouse with high quality finishing in patio 4,"Al Patio 4, El Patio, El Shorouk Compounds, Shorouk City, Cairo",2 bedrooms,3 bathrooms,225 sqm,"4,300,000 EGP"
Twin House,Amazing Twin In Mivida Emaar With Private Pool,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,5 bathrooms,320 sqm,"13,850,000 EGP"
Apartment,Fllly finished apartment sale Degla Palms compond,"Degla Palms, Al Wahat Road, 6 October City, Giza",2 bedrooms,1 bathroom,80 sqm,"718,000 EGP"
Apartment,Apartment 160 m on a main street at 25%,"Plot 9, Group 11, 1st District, New Heliopolis, Cairo",3 bedrooms,3 bathrooms,160 sqm,"840,000 EGP"
Twin House,TWIN HOUSE 220-100 % SEA FRONT - LA VISTA BAY EAST,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",4 bedrooms,4 bathrooms,220 sqm,"1,900,000 EGP"
Apartment,apartment 185m 20%DP Beit Watan Fifth Settlement,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,185 sqm,"1,276,500 EGP"
Apartment,Lowest Price Apartment -Mivida - facing north .,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1 bedroom,1 bathroom,96 sqm,"2,180,000 EGP"
Apartment,Immediate Receipt Apartment - Fully Finished,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",2 bedrooms,2 bathrooms,107 sqm,"1,700,000 EGP"
Chalet,Lowest Price Furnished Chalet Lagoon + Golf View,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,146 sqm,"7,900,000 EGP"
Villa,Townhouse with8years installment|Misr Italia 10%DP,"Vinci, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,255 sqm,"4,900,000 EGP"
Villa,Wonderful Villa For sale In Al Rabwa Compound .,"Al Rabwa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,4 bathrooms,360 sqm,"12,500,000 EGP"
Chalet,Marassi|Chalet|Fully Furnished|Emaar,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,75 sqm,"5,637,500 EGP"
Chalet,U2 BAHRY Upper chalet | Sea view and lagooon view,"Ein Bay 2, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,185 sqm,"5,200,000 EGP"
Twin House,Twin House for sale in Azhi North Coast,"Azha North, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,150 sqm,"7,000,000 EGP"
Villa,Hyde park Standalone Villa 410m for the best price,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,410 sqm,"8,500,000 EGP"
Apartment,شقة 225م متشطبة للبيع بالتجمع فيو مميزعلى البسين,"Highland Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,225 sqm,"3,300,000 EGP"
Apartment,"216 m + 135 m roof ready to move at 40,000 monthly","Diar 2, 6 October Compounds, 6 October City, Giza",3 bedrooms,3 bathrooms,216 sqm,Ask for price
Apartment,Ready To Move Apartment With Installments Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,3 bathrooms,127 sqm,"356,900 EGP"
Townhouse,Townhouse 243m Ready to Move Good Location,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,2 bathrooms,243 sqm,"3,200,000 EGP"
Apartment,own your ready to move unit in the golden square,"Galleria Residences, South Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,161 sqm,"3,560,000 EGP"
Apartment,Apt for sale |145 m |prime location|Good price,"The Sierras, Uptown Cairo, Mokattam, Cairo",2 bedrooms,2 bathrooms,145 sqm,"5,150,000 EGP"
Apartment,120m Miami Khalil Hamada Street,"Dawaran Gehan, Sidi Beshr, Hay Awal El Montazah, Alexandria",3 bedrooms,1 bathroom,120 sqm,"1,250,000 EGP"
Townhouse,Own Your Modern Townhouse Steps aways from the AUC,"Eastshire compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,4 bathrooms,261 sqm,"6,200,000 EGP"
Chalet,Golf Senior Chalet 222m Furnished In Hacienda Bay,"Hacienda Bay, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,222 sqm,"6,150,000 EGP"
Townhouse,for sale TownHouse Middle Delivered *SeaView*,"Almaza Bay, Qesm Marsa Matrouh, North Coast",4 bedrooms,3 bathrooms,420 sqm,"17,200,000 EGP"
Apartment,Apartment for sale -Palm Parks Palm Hills,"Palm Parks Palm Hills, South Dahshur Link, 6 October City, Giza",2 bedrooms,2 bathrooms,153 sqm,"3,000,000 EGP"
Apartment,Apt 78 meters for sale over 8 years Porto October,"Porto October, Green Belt, 6 October City, Giza",2 bedrooms,1 bathroom,78 sqm,"1,000,000 EGP"
Villa,Stand alone type A Tulwa for sale Owest-open view,"O West, 6 October Compounds, 6 October City, Giza",3 bedrooms,4 bathrooms,236 sqm,"3,330,289 EGP"
Townhouse,villa Legon view Dp10%mountain view ras el hekma,"Mountain View, Ras Al Hekma, North Coast",3 bedrooms,4 bathrooms,170 sqm,"490,000 EGP"
Chalet,chalet for sale in sodic north coast June 200k dp,"June, Ras Al Hekma, North Coast",2 bedrooms,2 bathrooms,100 sqm,"200,000 EGP"
Villa,Villa for sale In Lake View L:600 BUE:550 price18M,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,500 sqm,"18,000,000 EGP"
Penthouse,penthouse for sale in Stone Residence,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,175 sqm,"2,625,000 EGP"
Villa,Villa for sale in Al Burouj installments over 14y,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,300 sqm,"4,500,000 EGP"
Townhouse,Townhouse in installment Prime Location in Badya,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,189 sqm,"1,100,000 EGP"
Apartment,Studio 76m for sale at a special price Al-Marasem,"Fifth Square, North Investors Area, New Cairo City, Cairo",Studio,2 bathrooms,76 sqm,"1,994,000 EGP"
Apartment,Apartment for sale in galleria moon vally,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,153 sqm,"2,090,000 EGP"
Apartment,Apartment in compound Il Mondo New Capital R7,"il Mondo, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,177 sqm,"2,107,185 EGP"
Apartment,For sale Apartment 184 + Garden 186 -Ready to move,"Joulz, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,3 bathrooms,184 sqm,"2,855,000 EGP"
Apartment,Book now in Madar Azha Al Sahel’s latest projects,"June, Ras Al Hekma, North Coast",1 bedroom,2 bathrooms,70 sqm,"2,600,000 EGP"
Apartment,Apartment for sale in eastown sodic fullyfinished,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,187 sqm,"5,500,000 EGP"
Apartment,Apartment 205 meters in Mountain View iCity,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",4 bedrooms,3 bathrooms,205 sqm,"3,347,500 EGP"
Chalet,senior chalet 234m fully finished in Hacienda Bay,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4 bedrooms,3 bathrooms,234 sqm,"4,500,000 EGP"
Chalet,Chalet fully finished/ EVIA Compound/Mountain view,"Mountain View, Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,85 sqm,"2,200,000 EGP"
Apartment,Special Apartment 186 M2 At The Park New Cairo.,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,186 sqm,"1,300,000 EGP"
Chalet,,"Lasirena Mini Egypt, Al Ain Al Sokhna, Suez",2 bedrooms,1 bathroom,75 sqm,"1,025,000 EGP"
Apartment,Apartment Prime Location For Sale - Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,182 sqm,"500,000 EGP"
Twin House,ready to move twin house in ALMA sheikh zayed city,"Alma, 2nd District, Sheikh Zayed City, Giza",5 bedrooms,5 bathrooms,516 sqm,"2,341,034 EGP"
Townhouse,Townhouse of 274 m Very prim location,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,274 sqm,"6,650,000 EGP"
Chalet,Chalet in SeaShell for Sale- North Coast,"Seashell, Al Alamein, North Coast",3 bedrooms,3 bathrooms,225 sqm,"5,750,000 EGP"
Hotel Apartment,Hotel Apartment in Vida | 2 Beds | Inst Till 2028,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,149 sqm,"18,462,000 EGP"
Villa,For Resale 4 BR Villa with Sea view in Jamaran,"Jamaran, Sahl Hasheesh, Hurghada, Red Sea",4 bedrooms,5 bathrooms,318 sqm,"7,000,000 EGP"
Apartment,Immediate Delivery | Phase 4 | Prime Location,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,3 bathrooms,142 sqm,Ask for price
Twin House,For Sale Twin House 233m Badya Palm Hills,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,4 bathrooms,233 sqm,"6,570,000 EGP"
Apartment,A wonderful view in an excellent location,"Golf Porto Marina, Al Alamein, North Coast",2 bedrooms,1 bathroom,80 sqm,"1,242,000 EGP"
Villa,Own Your LV In Villette whith 5 Master Bedrooms,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,7 bathrooms,440 sqm,"15,225,000 EGP"
Villa,Villa with swimming pool for sale in Al Rehab,"Abou Daoud St., Rehab City Second Phase, Al Rehab, New Cairo City, Cairo",5 bedrooms,6 bathrooms,800 sqm,"30,000,000 EGP"
Villa,Villa for sale 415m in Hyde Park New Cairo,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,415 sqm,"11,000,000 EGP"
Apartment,Apartment in Promenade New Cairo For Sale,"Promenade New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,225 sqm,"2,700,000 EGP"
Apartment,Apartment in Mivida prime Location - Emaar,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1 bedroom,1 bathroom,94 sqm,"2,180,000 EGP"
Villa,stand alone For sale in pk1 - New Cairo,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4 bedrooms,5 bathrooms,800 sqm,"21,800,000 EGP"
Penthouse,Penthouse For sale in Hyde Park,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,280 sqm,"5,545,000 EGP"
Villa,Villa installments up to 10 years in Badyã,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,3 bathrooms,275 sqm,"6,725,000 EGP"
Apartment,Corner apartment for sale at fifth square,"Fifth Square, North Investors Area, New Cairo City, Cairo",2 bedrooms,2 bathrooms,122 sqm,"2,633,000 EGP"
Townhouse,El Borouj - Town house middle - Fully Finished,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,4 bathrooms,243 sqm,"5,273,000 EGP"
Apartment,A piece of Greece... on the land of Egypt,"Naia bay, Ras Al Hekma, North Coast",1 bedroom,1 bathroom,65 sqm,"1,500,000 EGP"
Hotel Apartment,Lowest down payment -Service apartment -Marassi,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,99 sqm,"5,700,000 EGP"
Apartment,Apartment for sale 240m Roushdy - Syria St.,"Syria St., Roushdy, Hay Sharq, Alexandria",3 bedrooms,2 bathrooms,240 sqm,"2,800,000 EGP"
Villa,Villa for sale In Lake View L:600 BUE:550 price18M,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,500 sqm,"18,000,000 EGP"
Villa,Large Twin House With 5% DP | Limited time offer,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,323 sqm,Ask for price
