Type,Title,Location,Bedrooms,Bathrooms,Space,Price
Chalet,finished chalet for sale in Amwaj north coast\ 7 Y,"Amwaj, Al Alamein, North Coast",2 bedrooms,2 bathrooms,115 sqm,"2,900,000 EGP"
Apartment,شقه بحديقه جاهزه واستلام 6 شهور فيو بحيرات اقساط,"Oia, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,200 sqm,"2,500,000 EGP"
Chalet,***BEST PRICE*1ST FLOOR CHALET 180M2 FULL SEA VIEW,"Fouka Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,180 sqm,"4,000,000 EGP"
Chalet,***BEST PRICE*1ST FLOOR CHALET 180M2 FULL SEA VIEW,"Fouka Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,180 sqm,"4,000,000 EGP"
Twin House,Twin House semi finshed with land 311m at porto,"Porto October, Green Belt, 6 October City, Giza",3 bedrooms,3 bathrooms,185 sqm,"2,600,000 EGP"
Villa,Villa| Mivida |Emaar|Upgraded finishing,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,356 sqm,"18,000,000 EGP"
Apartment,Apartment With Private Garden 58 m in Mivida |3 BR,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,186 sqm,"5,700,000 EGP"
Twin House,Get the home of ur dream 5% dp fully finished +ACs,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,200 sqm,"8,909,888 EGP"
Villa,Garden Villa 3 Beds for sale in New Cairo,"IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,219 sqm,"3,500,000 EGP"
Chalet,chalet for sale view sea beside marasi North coast,"Masaya, Sidi Abdel Rahman, North Coast",2 bedrooms,1 bathroom,86 sqm,"1,521,000 EGP"
Apartment,Apartment for sale Double High in Mountain View,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",3 bedrooms,3 bathrooms,166 sqm,"3,000,000 EGP"
Villa,LV Under Market Price for Sale in Villette 655m,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,444 sqm,"17,500,000 EGP"
Apartment,Fully finished apart for sale in new Alamein\ 6 Y,"The Gate Towers, New Alamein City, North Coast",3 bedrooms,3 bathrooms,146 sqm,"5,200,000 EGP"
Villa,For limited time Standalone kattmaya (PK1) 600M .,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5 bedrooms,5 bathrooms,600 sqm,"15,500,000 EGP"
Chalet,Chalet|Marassi|Fully finished|Attractive price,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,121 sqm,"5,200,000 EGP"
Townhouse,Townhouse Corner for sale in Layan Residence,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,390 sqm,"5,740,000 EGP"
Apartment,apart fully finished -ready to move in sheraton,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",3 bedrooms,1 bathroom,110 sqm,"1,700,000 EGP"
iVilla,Ivilla roof for sale in mountain view Hydepark,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,236 sqm,"4,700,000 EGP"
Penthouse,Own Penthouse in Golden Square - Ready to move,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,175 sqm,"3,400,000 EGP"
Villa,standalone in The crown Palm hills October,"The Crown, Cairo Alexandria Desert Road, 6 October City, Giza",6 bedrooms,8 bathrooms,759 sqm,"20,000,000 EGP"
Villa,"Stand Alone Villa, 300m, Ready to Move, Only 7.5m","Lasirena, Qesm Ad Dabaah, North Coast",5 bedrooms,4 bathrooms,300 sqm,"7,500,000 EGP"
Chalet,Senior chalet with roof for sale in Hacienda Bay .,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4 bedrooms,5 bathrooms,363 sqm,"4,100,000 EGP"
Apartment,Apartment 135m for sale at alburouj fully finished,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2 bedrooms,2 bathrooms,135 sqm,"1,995,000 EGP"
Twin House,Twin house For sale in Telal- 7M- 200m lagoon view,"Telal Alamein, Sidi Abdel Rahman, North Coast",4 bedrooms,3 bathrooms,200 sqm,"7,000,000 EGP"
Penthouse,Penthouse Prime Location sale - Stone Residence .,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,175 sqm,"2,100,000 EGP"
Chalet,For sale fullyfinished chalet mountain view 10%dp,"Mountain View, Ras Al Hekma, North Coast",2 bedrooms,1 bathroom,92 sqm,"2,300,000 EGP"
Apartment,apart.161M in Golden square Ready to move,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,161 sqm,"3,417,000 EGP"
Penthouse,Penthouse for sale in Guide Compound - - New Cairo,"JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,165 sqm,"2,300,000 EGP"
Villa,Standalone For Sale Palm Hills Katameya new Cairo,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6 bedrooms,7 bathrooms,"1,100 sqm","24,500,000 EGP"
Chalet,For sale seashell Upper dwelling 244m best price,"Seashell, Al Alamein, North Coast",4 bedrooms,3 bathrooms,244 sqm,"5,700,000 EGP"
Apartment,Lowest price apartment - Uptown cairo -Fourteen,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3 bedrooms,4 bathrooms,214 sqm,Ask for price
Villa,Villa 1500 for sale Katameya Dunes first row golf,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",8 bedrooms,8 bathrooms,"1,500 sqm","62,000,000 EGP"
Apartment,Apartment dp 5% to 8 y ready to move Rock Eden,"Rock Eden, Hadayek October, 6 October City, Giza",3 bedrooms,3 bathrooms,162 sqm,"1,600,000 EGP"
Apartment,Apartment fully finished 3 bed in New Capital,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,3 bathrooms,157 sqm,"3,400,000 EGP"
Apartment,Fully finished apartment 131m with garden in Badya,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",2 bedrooms,2 bathrooms,131 sqm,"3,508,000 EGP"
Penthouse,next to pool // with ac //prime location //,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,1 bathroom,183 sqm,"7,500,000 EGP"
Townhouse,Last townhouses in Badya with 0% downpayment,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,184 sqm,"4,100,000 EGP"
Apartment,aprt 2 bed in boulevard- mivida with Special price,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,133 sqm,"5,450,000 EGP"
Villa,Amazing Delivered Villa Below market price at CFC,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5 bedrooms,4 bathrooms,250 sqm,"3,500,000 EGP"
Villa,amazing villa ready to move with discount 12%,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,179 sqm,"2,670,143 EGP"
Townhouse,"Townhouse 330m RTM in Katameya Gardens, New Cairo","Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4 bedrooms,5 bathrooms,329 sqm,"6,450,000 EGP"
Villa,Twin House 313 M Resale In Villette With Hot Price,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,313 sqm,"11,500,000 EGP"
Chalet,For Sale Horizon sea view seashell North Coast,"Seashell, Al Alamein, North Coast",4 bedrooms,4 bathrooms,440 sqm,"5,800,000 EGP"
Townhouse,LAUNCHING LUXURY TOWNHOUSE in VYE SODIC NEW ZAYED,"Vye Sodic, New Zayed City, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,200 sqm,"6,200,000 EGP"
Duplex,I villa with garden in Mountain View Hyde Park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,223 sqm,"3,800,000 EGP"
Hotel Apartment,First hotel room with a distinctive view,"Cali Coast, Ras Al Hekma, North Coast",1 bedroom,1 bathroom,68 sqm,"224,000 EGP"
Apartment,Apartment immediate delivery for sale at Eastown,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,215 sqm,"4,500,000 EGP"
Twin House,Twinhouse With A Special Location In The Square,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,430 sqm,"6,250,000 EGP"
Chalet,Ready to Move Bahary Chalet in Catania - Marassi,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,150 sqm,"7,687,500 EGP"
Villa,Owen you lake villa in Shikh zayed with Emaar,"Belle Vie, New Zayed City, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,204 sqm,"12,604,000 EGP"
Apartment,Apartment 160m for sale D.P 10% 8 years equal,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,160 sqm,"350,000 EGP"
Apartment,250 sqm Apartment for Sale in Mohandiseen .,"Geziret Al Arab St. (El Mohandes Mohamed Hassan Helmy), Mohandessin, Giza",4 bedrooms,3 bathrooms,250 sqm,"4,200,000 EGP"
Twin House,twin house for sale beverly hills -prime location,"Beverly Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,4 bathrooms,280 sqm,"6,700,000 EGP"
Apartment,Furnished Apartment (Smart business for Investors),"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",2 bedrooms,2 bathrooms,150 sqm,"2,850,000 EGP"
Chalet,Chalet | La vista bay | Fully Finished,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",3 bedrooms,3 bathrooms,140 sqm,"4,300,000 EGP"
Chalet,Chalet|Marassi|Attractive price|Direct on Lagoon,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,183 sqm,"7,790,000 EGP"
Apartment,Chalet in Azha Deliverd installments till 2028,"Azha, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,100 sqm,"2,320,000 EGP"
Twin House,Resale*Twin House - Prime Location sea view Phase1,"Silver Sands, Qesm Marsa Matrouh, North Coast",4 bedrooms,4 bathrooms,307 sqm,"3,000,000 EGP"
Chalet,marina marassi with installments till 2028,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,75 sqm,"2,400,000 EGP"
Apartment,Own your hotel apartment in Concorde ElSalam Hotel,"Nile Business City, Downtown Area, New Capital City, Cairo",2 bedrooms,1 bathroom,60 sqm,"3,000,000 EGP"
Villa,Prime Villa In Marassi Emaar Sidi Abdl Rahman,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,511 sqm,"23,500,000 EGP"
Villa,Standalone villa|7 years installments| in Alamein,"North Edge Towers, New Alamein City, North Coast",3 bedrooms,3 bathrooms,200 sqm,"3,000,000 EGP"
Apartment,Apartment of Prime location with Sea and Pool View,"Mangroovy Residence, Al Gouna, Hurghada, Red Sea",2 bedrooms,2 bathrooms,229 sqm,"9,500,000 EGP"
Chalet,Amazing chalet with Garden in Catania**Pool view**,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,150 sqm,"7,500,000 EGP"
Duplex,Own a Duplex in a prime location in Blue Blue,"Blue Blue, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,150 sqm,"4,570,000 EGP"
Villa,Hot deal Twinhouse at Hyde park for sale.,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,3 bathrooms,280 sqm,"7,200,000 EGP"
Apartment,Apt for sale 150m with garden Jayd residence 0% DP,"JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,150 sqm,"175,000 EGP"
Apartment,For Sale Apartment 174m Fully finished with ACS,"Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,174 sqm,"245,000 EGP"
Apartment,Apartment For Sale In the tallest tower The Gate,"North Edge Towers, New Alamein City, North Coast",2 bedrooms,1 bathroom,100 sqm,"530,000 EGP"
Villa,Villa for sale In Lake View L:600 BUE:550 price18M,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,500 sqm,"18,000,000 EGP"
Villa,Joulz - standalone For Sale | Core and shell,"Joulz, Cairo Alexandria Desert Road, 6 October City, Giza",4 bedrooms,4 bathrooms,350 sqm,"9,842,368 EGP"
Chalet,Chalet in Azzar North Coast with DP 5% over 7Years,"Azzar Islands, Qesm Ad Dabaah, North Coast",3 bedrooms,3 bathrooms,177 sqm,"145,000 EGP"
Apartment,Discount 45% - only 1.500 Million - Fully Finished,"IL Bosco, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,180 sqm,"1,500,000 EGP"
Villa,Special Villa In Villette Sodic | Prime Location,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,5 bathrooms,430 sqm,"11,350,000 EGP"
Apartment,Landscape View | Phase 1 | installments | 3 Beds,"Fifth Square, North Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,138 sqm,"2,981,000 EGP"
Twin House,Twin house gold cliff with attractive down payment,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,4 bathrooms,400 sqm,"2,225,000 EGP"
Twin House,Villette - New cairo | Twin house | Delivered,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bathrooms,410 sqm,,"10,900,000 EGP"
Apartment,Apartment ready to move for sale in New Cairo,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,162 sqm,"3,572,000 EGP"
Apartment,apartment for sale 182m with 10% down payment,"La Verde, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,182 sqm,"2,548,000 EGP"
Chalet,limited time offer Chalet 3 bedrooms sea view 5%Dp,"Telal Alamein, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,133 sqm,"3,700,000 EGP"
Villa,Premium location Huge Villa Sea View - Marassi Bay,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,"1,082 sqm","136,477,460 EGP"
Townhouse,Townhouse Direct on Pool Facing North Installment,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,220 sqm,"8,934,000 EGP"
Villa,Luxury standalone ready to move at sodic 0%downpay,"Sodic East, 6th District, New Heliopolis, Cairo",6 bedrooms,5 bathrooms,368 sqm,"8,900,000 EGP"
Apartment,"Duplex250m, finished+AC,down payment250000,inst10y","De Joya, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,250 sqm,"250,000 EGP"
Villa,standalone villa for sale open view in new cairo,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,4 bathrooms,480 sqm,"11,000,000 EGP"
Chalet,ground challet for sale in seashell north coast,"Seashell, Al Alamein, North Coast",3 bedrooms,2 bathrooms,183 sqm,"5,800,000 EGP"
Villa,Villa ON golf & lake prime location 6 BED,"Marassi, Sidi Abdel Rahman, North Coast",6 bedrooms,5 bathrooms,450 sqm,"15,500,000 EGP"
Villa,under market price Villa Classic at Hyde Park,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,320 sqm,"9,850,000 EGP"
Villa,Villa under market price at silver sands sea view,"Silver Sands, Qesm Marsa Matrouh, North Coast",4 bedrooms,4 bathrooms,343 sqm,"2,900,000 EGP"
Villa,فيلا كورنر بكمبوند فيلات فقط بالتجمع بتسهيلات,"Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,250 sqm,"800,000 EGP"
Townhouse,midddle town house sale at O west- primelocation,"O West, 6 October Compounds, 6 October City, Giza",3 bedrooms,3 bathrooms,,"2,550,000 EGP"
Chalet,Own your chalet at new alamine city,"Mazarine, New Alamein City, North Coast",2 bedrooms,2 bathrooms,145 sqm,"3,500,000 EGP"
Penthouse,Penthouse for sale in VGK with roof,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,245 sqm,Ask for price
Apartment,Apartment 164m2 For sale At Sarai Compound .,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,164 sqm,"2,310,000 EGP"
Villa,Villette New cairo Stand alone villa Delivered,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,600 sqm,"12,000,000 EGP"
Chalet,Chalet for Sale in Marassi Emaar,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,2 bathrooms,145 sqm,"6,850,000 EGP"
Apartment,Apartment (191)sqm for Sale in Eastown Sodic,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,191 sqm,"4,200,000 EGP"
Chalet,direct on lagoon chalet ground floor with Garden,"Makadi Orascom Resort, Makadi, Hurghada, Red Sea",3 bedrooms,3 bathrooms,165 sqm,"3,000,000 EGP"
Villa,Villa for sale fully furnished at marassi isola,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,650 sqm,"27,500,000 EGP"
Apartment,Al Burouj Penthouse 180m + 75m roof |best price,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,180 sqm,"2,600,000 EGP"
Chalet,Chalet Direct lagoon view- Azha - Ain Sukhna .,"Azha, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,99 sqm,"2,150,000 EGP"
Villa,Townhouse with lowest down payment at hyde park .,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,3 bathrooms,251 sqm,"3,230,531 EGP"
Apartment,For Sale Apartment With Prime Location - New Cairo,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,150 sqm,"2,769,675 EGP"
Apartment,For Sale Apartment With Prime Location - New Cairo,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,150 sqm,"2,769,675 EGP"
Penthouse,penthouse For sale In park view - New Cairo,"Park View, North Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,260 sqm,"6,500,000 EGP"
Chalet,Zed East Ground Chalet For Sale,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,4 bathrooms,175 sqm,"8,000,000 EGP"
Villa,For sale standalone in aprime location in HydePark,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6 bedrooms,5 bathrooms,460 sqm,"1,500,000 EGP"
Villa,Villa resale prime location in Golf Extension,"Palm Hills Golf Extension, Al Wahat Road, 6 October City, Giza",4 bedrooms,4 bathrooms,420 sqm,"8,800,000 EGP"
Townhouse,Town House Middle 260m in wood ville,"Palm Hills Golf Extension, Al Wahat Road, 6 October City, Giza",4 bedrooms,4 bathrooms,260 sqm,"4,624,000 EGP"
Chalet,Hot Deal Fully Furnished Chalet - Marassi Marina,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,173 sqm,"10,650,000 EGP"
Apartment,For resale 155M APT READY TO MOVE - installments,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3 bedrooms,2 bathrooms,155 sqm,"1,300,000 EGP"
Apartment,Apartment with 9 years equal installment Zed East,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,165 sqm,"4,900,000 EGP"
Villa,Hot offer!own now-finished villa at al maqsed 4%dp,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",5 bedrooms,5 bathrooms,485 sqm,"383,000 EGP"
Twin House,LUXURY TWIN HOUSE IN ZED EAST ONLY DOWN PAYMENT 5%,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,226 sqm,"11,500,000 EGP"
Chalet,Ready to move Chalet with garden Double view,"Sea View, Qesm Ad Dabaah, North Coast",3 bedrooms,2 bathrooms,120 sqm,"3,360,000 EGP"
Apartment,Semi finished apartment for sale at Village Gate,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",2 bedrooms,2 bathrooms,146 sqm,"2,300,000 EGP"
Villa,villa for sale in new cairo in la rose compound,"Zizinia St., South Investors Area, New Cairo City, Cairo",5 bedrooms,6 bathrooms,800 sqm,"35,000,000 EGP"
Villa,villa 440m / Ready to move / prime location,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,5 bathrooms,440 sqm,"16,000,000 EGP"
Apartment,Apartment resale installments in Amberville,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",2 bedrooms,2 bathrooms,173 sqm,"4,250,000 EGP"
Chalet,Chalet for sale 130m garden on the lagoon directly,"D Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,2 bathrooms,130 sqm,"5,000,000 EGP"
Twin House,Twin house modern for sale in hyde park new cairo,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,330 sqm,"7,400,000 EGP"
Apartment,Finished Flat at Eastown park with kitchen and ACs,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,3 bathrooms,155 sqm,"3,750,000 EGP"
Apartment,Fully finished apartment for sale at Regents Park.,"Regents Park, Al Andalus District, New Cairo City, Cairo",1 bedroom,1 bathroom,95 sqm,"2,200,000 EGP"
Apartment,Apartment in Mountain View -iCity - ready to move,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,170 sqm,"2,285,000 EGP"
Townhouse,Townhouse Corner For Sale in Giselle\Near Delivery,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,247 sqm,"11,480,000 EGP"
Chalet,Own your dream chalet in marassi .,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,80 sqm,"5,500,000 EGP"
Villa,Mivida l standalone l 391m l 6 bedrooms,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6 bedrooms,5 bathrooms,391 sqm,"17,000,000 EGP"
Twin House,Telal El Sokhna Twin House 140m for sale Sea View,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",3 bedrooms,4 bathrooms,140 sqm,"3,400,000 EGP"
Townhouse,Sale Finished Town Corner Maisonette in Hyde Park,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,3 bathrooms,260 sqm,"4,300,000 EGP"
Apartment,Good location - super lux - open view,"Sarayat Al Maadi, Hay El Maadi, Cairo",4 bedrooms,3 bathrooms,250 sqm,"4,200,000 EGP"
Chalet,For Sale! Chalet in Fouka Bay North coast,"Fouka Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,190 sqm,"2,258,800 EGP"
